ஆப்பிரிக்கா	Afrika
முக்கோணவியல் சார்புகளின் தொகையீடுகளின் பட்டியல்	Lijst van integralen van goniometrische functies
மறுபயனீடு	Hergebruik
பிலிப்பைன் ஏர்லைன்ஸ்	Philippine Airlines
யூக்ளிடிய தொலைவு	Gewone metriek
பாரிஸ் உடன்படிக்கை (1898)	Vrede van Parijs (1898)
பிராக் சமன்பாடு	Wet van Bragg
மம்லுக் வம்சம்	Slavendynastie (Delhi)
எலா உயிரணுக்கள்	HeLa
புரதம் மடிப்படைதல்	Eiwitvouwing
டயாக் மக்கள்	Dajaks
சிரம்பான்	Seremban
சீனாவில் பௌத்தம்	Boeddhisme in China
இயக்கர்	Yaksha
இசுலாமியத் தீவிரவாதம்	Islamitisch terrorisme
மின்னிதழ்	Webzine
வெனீசூலா கம்யூனிஸ்ட் கட்சி	Communistische Partij van Venezuela
மீமாம்சம்	Mimamsa
தரவுத்தள பரிவர்த்தனை	Transactie (dataopslag)
மின்தடை வெப்பமானி	Weerstandsthermometer
மகிந்திரா அண்டு மகிந்திரா	Mahindra & Mahindra
மகா சிவராத்திரி	Mahashivaratri
முலை நீக்க அறுவை சிகிச்சை	Mastectomie
அமெரிக்கத் தொழிலாளர் நாள்	Labor Day
பல் வேர்க் கால்வாய்	Wortelkanaalbehandeling
வீட்டுத் தன்னியக்கம்	Domotica
விரைதூதர் சேவை	Koerier
யுரேனியம்-235	Uranium-235
இசுலாமாபாத் தலைநகர ஆட்புலம்	Hoofdstedelijk Territorium Islamabad
நிபோங் திபால்	Nibong Tebal
டெக்கா மீட்டர்	Decameter
எம்எஸ்டிஎன்	Microsoft Developer Network
பிரான்டு முள்ளெலி	Egel van Brandt
என் வீட்டு கொல்லையில் வேண்டாம்	NIMBY
உடல் உறுப்புகள் கொடை	Donor (geneeskunde)
பசுமைக் கட்சி (ஐக்கிய அமெரிக்கா)	Groene Partij (Verenigde Staten)
லுத்யானைடீ	Snappers
சாக்தம்	Shaktisme
பல்துறைமை	Interdisciplinariteit
தத்தல்	Tabblad
சமச்சீர் குலம்	Symmetrische groep
முனைவர் பட்டம்	Doctoraat
அல்முடெனா பெருங்கோவில்	Kathedraal van Madrid
யார்க் பல்கலைக்கழகம்	York University
சீன வேர் எழுத்துக்கள்	Radicaal (Chinees schrift)
லாண்ட்சட்	Landsat
முடிச்சுக் கணிதம்	Knopentheorie
மின்காந்த விசை	Elektromagnetische kracht
முக்கோண இறக்கை	Deltavleugel
மேலாண்மைப் பட்டத்திற்கான நுழைவுத்தேர்வு	Graduate Management Admission Test
ஓரடுக்கு மனை	Bungalow
அவுட்லுக் எக்சுபிரசு	Outlook Express
நவீன நடனம்	Moderne dans
டிரியெஸ்ட் ஆழ்கடல் படகு	Trieste (onderzeeboot)
வேலைக்கான நேர்முகத் தேர்வு	Sollicitatiegesprek
இங்கிலாந்தின் நடுநிலங்கள்	Midlands (Engeland)
திலாசொல்டியோட்டில்	Tlazolteotl
குறுக்கீட்டுமானம்	Interferometrie
வேட்டி	Dhoti
மின்னழுத்த ஒழுங்காக்கி	Spanningsregelaar
புதன் (நவக்கிரகம்)	Boedha
காட்சிக்கு-காசு	Pay-per-view
வணிக செயலாக்கம்	Bedrijfsproces
துன்புறுத்தல்	Vervolging
எத்தனால் நொதித்தல்	Gisting
மக்கள் தொகைக்கோட்பாடு பற்றிய கட்டுரை	An Essay on the Principle of Population
பரிவு மசக்கை	Couvade
தூர்வாரல்	Baggeren
பாதுகாப்புப் பத்திரமயமாக்கல்	Securitisatie
கர்தினால் குழாம்	College van Kardinalen
பியூட்டர்	Engeltjestin
வலிப்பு	Convulsie
பாரசீக இளவரசன் (ஒளிக்காட்சி விளையாட்டு, 2008)	Prince of Persia (2008)
ழூல் வேர்ண் (விண்கலம்)	Jules Verne (ruimtevaartuig)
அமுக்கிரா	Ashwaganda
ரூபோசு ஓர்நீரோ	Rosse ovenvogel
குரூப்போன்	Groupon
வாடிக்கையாளர்	Klant
சில்லை	Lonchura
பெல்லின் சமன்பாடு	Vergelijking van Pell
சபரகமுவா மாகாணம்	Sabaragamuwa
சிறீலங்கன் எயர்லைன்ஸ்	SriLankan Airlines
இணைய சமத்துவம்	Netneutraliteit
மாந்தர்களின் தோல் நிறம்	Huidskleur
பின்னுயிர்	Achterklinker
இனங்காட்டி (கணினியியல்)	Identifier
அசவாத் விடுதலைக்கான தேசிய இயக்கம்	Mouvement national pour la libération de l’Azawad
மக்கள் தகவல் தொடர்பியல்	Massacommunicatie
மணிக்கூட்டுக் கோபுரம்	Klokkentoren
மெக்காரன் பன்னாட்டு வானூர்தி நிலையம்	McCarran International Airport
திண்டுக்கல்	Dindigul (stad)
குடலழற்சி	Enteritis
செல்திக்கு இசை	Keltische muziek
6174 (எண்)	6174 (getal)
இரு தளப் பேருந்து	Dubbeldeksbus
பிட்டிபென்டர்	BitDefender
பைசையகுரு	Bhaisajyaguru
பக்தி யோகம்	Bhakti-yoga
கிறித்தவ மெய்யியல்	Christelijke filosofie
மணமகன்	Bruidegom
நிழற் பொம்மலாட்டம்	Schimmenspel
பாரதி புடையெழுத்து	Bharati braille
பங்கரா	Bhangra (muziek)
கள்ள நோட்டு	Valsmunterij
பரூச் மாவட்டம்	Bharuch (district)
சாய்சதுரத்திண்மம்	Romboëder
பவநகர் மாவட்டம்	Bhavnagar (district)
போசா ஏர் பிளைட் 213	Bhoja Air-vlucht 213
நாந்தேடு	Nanded (stad)
உலக மக்கள் தொகை நாள்	Wereldbevolkingsdag
பூமிபால் அதுல்யாதெச்	Rama IX
பண்டைய கிரேக்க சமயம்	Oud-Griekse godsdienst
டொவ் கெமிக்கல் கம்பனி	Dow Chemical
நீர் ஒப்படர்த்தி	Pyknometer
அடுக்குச் சராசரி	Wortelgemiddelde
உக்கிர மூர்த்திகள்	Toornige godheid
எகிப்தியக் கோவில்கள்	Egyptische tempel
தாலிபோட் பனை	Parasolwaaierpalm
கிள்ளான்	Klang (Maleisië)
வேட்டைக்கார ஆந்தை	Zuid-Aziatische valkuil
மின்சார மின்மாற்றி	Stroomtransformator
தையல்சிட்டு	Snijdervogels
லூடோக்கா	Lautoka
மேல் மாகாணம், இலங்கை	Westelijke Provincie
இராஷ்டிரகூடர்	Rashtrakutadynastie
பிரமோஸ்	BrahMos
தான்-தானின் வீனசு	Venus van Tan-Tan
அடோப் ஃப்ளாஷ் ப்ளேயர்	Adobe Flash Player
நழுவி வணரி இயங்கமைவு	Zwengel
பொம்மனஹள்ளி	Bommanahalli
வெளிக் கருவம்	Buitenkern
யானைச் சுறா	Spookhaai
எல்லைப்புள்ளி (கணிதம்)	Ophopingspunt
நோக்கியா என்900	Nokia N900
கண்டோலிம்	Candolim
பூதிப்புரம்	Boothipuram
பிராமண பெரிய அக்கிரஹாரம்	Brahmana Periya-Agraharam
பூதப்பாண்டி	Boothapandi
இயேசுவின் கன்னிப்பிறப்பு	Maagdelijke geboorte
பொம்டிலா	Bomdila
சீடர் பாயிண்ட் கேளிக்கைப் பூங்கா	Cedar Point (attractiepark)
விக்கிப்பீடியா:பன்மொழி விக்கிப்பீடியாக்களின் பட்டியல்	Lijst van Wikipedia's
