ఆఫ్రికా	Afrika
ఏప్రిల్ 2009	April 2009
నమాజ్	Salat (islam)
ఎ.సి. భక్తివేదాంత స్వామి ప్రభుపాద	A.C. Bhaktivedanta Swami Praphupada
హజ్	Hadj
మాక్రోమీడియా	Macromedia
డేవిడ్ బాల్టిమోర్	David Baltimore
శైవము	Shaivisme
గుండె శస్త్రచికిత్స	Thoraxchirurgie
రావణుడు	Ravana
దేవదూత	Engel
నవంబర్ 2007	November 2007
డోరేమాన్	Doraemon
పంట	Gewas
ఉపజిహ్వ	Strotklepje
వందన శివ	Vandana Shiva
కె.ఆర్. నారాయణన్	Kocheril Raman Narayanan
నవంబర్ 2006	November 2006
మే 2008	Mei 2008
జ్వాల	Vlam
జూన్ 2009	Juni 2009
ఏప్రిల్ 2007	April 2007
మే 2007	Mei 2007
ముష్టి భంగిమ	Vuistneuken
సంప్రదాయ సంగీతం	Volksmuziek
ఛత్రపతి శివాజీ టెర్మినస్	Chhatrapati Shivaji Terminus
మేషరాశి	Aries
పాండవులు	Pandava (epos)
నడుము	Taille (anatomie)
అమితాభ బుద్ధుడు	Amitabha
ఏప్రిల్ 2008	April 2008
మే 2009	Mei 2009
సిక్స్ సిగ్మా	Six Sigma
దోసచెట్టు	Blimbing
సురేంద్రనగర్	Surendranagar (district)
నరసింహావతారము	Narasimha
స్టోరేజ్ ఏరియా నెట్‌వర్క్	Storage area network
పెంటియమ్ 4	Pentium 4
షోలాపూర్ జిల్లా	Solapur (stad)
తురాయి	Flamboyant (plant)
ఉప్పు సత్యాగ్రహం	Zoutmars
ట్రేసీ ఆడమ్స్	Tracey Adams
ఛత్రపతి శివాజీ	Shivaji
మహావైరోచన బుద్ధుడు	Vairocana (dhyani-Boeddha)
లింప్ బిజ్కిట్	Limp Bizkit
ముహమ్మద్ అల్ బుఖారీ	Al-Bukhari
ఆస్య నాడి	Nervus facialis
వడదెబ్బ	Hyperthermie
సన్‌రైజ్‌ఆడమ్స్	Sunrise Adams
హన్నా హిల్టన్	Hanna Hilton
దర్జీ	Kleermaker
హరిత భవనం	Duurzaam bouwen
గిఫెన్ వస్తువులు	Giffen-goed
సెప్టెంబర్ 2008	September 2008
సహారన్పూర్	Saharanpur (stad)
ఝాన్సీ	Jhansi (stad)
జూలై 2008	Juli 2008
దాటే తాడు	Touwtjespringen
ధన్‌బాద్	Dhanbad (stad)
మైక్రోప్సిట్టినాయె	Micropsitta
పిగ్మీ స్పెర్మ్ వేల్	Dwergpotvis
ఉప్పు నీటి కయ్యలు	Zoutpan
మరుగుజ్జు మొసలి	Breedvoorhoofdkrokodil
పిగ్మీ మార్మోసెట్	Dwergzijdeaapje
విద్యుద్ఘాతము	Elektrische schok
పందికొక్కు	Buideldassen
లాల్ బహాదుర్ శాస్త్రి	Lal Bahadur Shastri
రాజ్యసభ	Rajya Sabha
కరివేపాకు	Kerrieboom
రాంబో	Rambo: First Blood
టాన్ గ్రామ్	Tangram
ఎక్స్‌రేచిత్రణ (రేడియోగ్రఫీ)	Röntgenfoto
బార్క్లేస్	Barclays
ఇండియా గేట్	India Gate
గోను తుఫాను	Gonu (cycloon)
ఎక్స్‌ప్రెస్	Express
డార్లింగ్	Darling
గోధుమ గడ్డి	Tarwegras
పడగ	Hood
ఆర్థర్ హైలీ	Arthur Hailey
డైట్ ఫుడ్	Lightproduct
హాలోపెరిడాల్	Haloperidol
హాలోవీన్	Halloween
కృష్ణ	Krishna
స్థిరాంకం	Constant
మైలు	Mijl
అంతర్జాతీయ కాల్బంతి క్రీడా సమాఖ్య	FIFA
డర్టీ డ్యాన్సింగ్	Dirty Dancing
ఆకలి మాంద్యం	Anorexie
కోనేరు హంపి	Humpy Koneru
డయాన్ లేన్	Diane Lane
సుష్మితా సేన్	Sushmita Sen
బాన్పో వంతెన	Banpobrug
లినోలినిక్ ఆమ్లం	Alfa-linoleenzuur
అతిమధురం	Zoethout
సూపర్	Super
అమ్రేలి	Amreli (district)
పొలుసుల ఛాతీ లోరికీట్	Schubbenlori
దేశాల జాబితా – తలసరి కాఫీ వినియోగం	Lijst van landen naar koffieconsumptie per hoofd van de bevolking
అనుష్క శంకర్	Anoushka Shankar
దేశాల జాబితా – వైశాల్యం క్రమంలో	Lijst van landen naar oppervlakte
నల్ల లోరీ	Zwarte lori
రక్తప్రసరణ వ్యవస్థ సంబంధిత వ్యాధులు	ICD10 Hoofdstuk IX
ICD-10 అధ్యాయము 17: వంశపారంపరిక అవలక్షణాలు మరియు జన్యు సంబంధ వ్యాధులు	ICD10 Hoofdstuk XVII
షిర్డీ సాయిబాబా	Shirdi Sai Baba
సన్నీ లియోన్	Sunny Leone
కోకిల	Eudynamys
సూడోఎఫిడ్రిన్	Pseudo-efedrine
అక్యూట్ మైలాయడ్ లుకేమియా	Acute myeloïde leukemie
కామన్ గేట్వే ఇంటర్ఫేస్	Common Gateway Interface
గోరు చిక్కుడు	Guarplant
సామాజిక న్యాయం	Sociale rechtvaardigheid
మాయావతి	Mayawati
కస్తూరిబాయి గాంధీ	Kasturba Gandhi
ఇంద్రా నూయి	Indra Nooyi
ఎముక	Bot (anatomie)
మైసూరు సామ్రాజ్యం	Koninkrijk Mysore
బ్యాటరీ	Batterij (elektrisch)
అనితా దేశాయి	Anita Desai
జింద్	Jind (district)
మిల్ఖా సింగ్	Milkha Singh
వాక్సింగ్	Harsen
లైన్స్ క్లబ్	Lions Club
బెల్గాం	Belgaum (stad)
మార్చి 2008	Maart 2008
జూన్ 2008	Juni 2008
సొసైటీ జనరల్	Société Générale
గోరుగోళ్లు	Nagelschaar
టోంబ్ రైడర్	Tomb Raider
శిల్పా శెట్టి	Shilpa Shetty
శ్రీదేవి (నటి)	Sridevi
శీతము	Kou (temperatuur)
మహానది	Mahanadi
ఢిల్లీ మెట్రో	Metro van Delhi
కొండ చిలువ	Python (geslacht)
వింధ్య పర్వతాలు	Vindhyagebergte
మైక్ పావెల్	Mike Powell
బహిర్గతం	Belichting (fotografie)
బిస్ ఫినాల్ ఏ	Bisfenol A
గూగుల్ ప్రకటన పదాలు	AdWords
బ్రేకింగ్ బెంజమిన్	Breaking Benjamin
అనుబంధ నాడి	Nervus accessorius
నాగ	Naga (bovennatuurlijk wezen)
హైపర్‌గ్లైసీమియా	Hyperglykemie
కుక్కర్	Hogedrukpan
విషాహార వ్యాధి	Voedselvergiftiging
మిత్సుబిషి లాన్సర్	Mitsubishi Lancer
ఇంటర్నెట్ కేఫ్	Internetcafé
అతి సమీప ఛాయాచిత్రకళ	Macrofotografie
మాయా	Maya (software)
ఎడినోమా	Adenoom
ముషిడి	Braaknoot
గద	Strijdknots
హరిద్వార్	Haridwar (stad)
లంకావీ	Langkawi
కుంతకాలు	Snijtand
బిస్మిల్లా హిర్రహ్మా నిర్రహీం	Basmala
క్విజ్	Quiz
పాములపర్తి వెంకట నరసింహారావు	Narasimha Rao
రెక్టస్ ఉదర కండరం	Musculus rectus abdominis
గాంగ్	Bende (misdaad)
ఓడ యొక్క గంట	Scheepsbel
చక్కెర సీతాఫలం	Zoetzak
పచ్చడి	Chutney
అనోనా	Annona (geslacht)
బొబ్బ	Blaar (medisch)
మస్జిద్-ఎ-ఖుబా	Quba-moskee
యానాం	Yanam
Y తరం	Generatie Y
డైవర్టిక్యులైటిస్	Diverticulose
నోయిడా	Noida
రాజీవ్ గాంధీ అంతర్జాతీయ విమానాశ్రయం	Hyderabad Rajiv Gandhi International Airport
జాతీయగేయం	Vande Mataram
యువెటిస్	Uveïtis
విండోస్ మీడియా వీడియో (Windows Media Video)	Windows Media Video
గజల్	Gazal
హిందుత్వ	Hindoetva
శివమొగ్గ	Shimoga (stad)
వృక్ష శాస్త్రీయ నామం	Botanische naam
వంకాయ రంగు మెడ లోరీ	Violetneklori
స్పైరులీనా	Spirulina
మాతాజీ నిర్మలాదేవి	Nirmala Srivastava
ఐసోట్రిటినోయిన్	Isotretinoïne
లోరియస్	Lorius
రమణ మహర్షి	Ramana Maharshi
జిరాఫీ వీవిల్	Trachelophorus giraffa
శత్రువు	Vijand
ఓన్ క్లౌడ్	OwnCloud
పసుపు ఛాతీ లోరి	Geelsnavellori
బాబీ జిందాల్	Bobby Jindal
లియాండర్ పేస్	Leander Paes
అరవింద్ అడిగా	Aravind Adiga
కాండిడా	Candida
రామస్వామి వెంకట్రామన్	Ramaswamy Venkataraman
మడికేరి	Madikeri
వేపుడు	Roosteren (voedselbereiding)
శునక భంగిమ	Hondjeshouding
ఐసాన్ తోకచుక్క	C/2012 S1
పెజోపోరిని	Pezoporus
ఇడుక్కి	Idukki (district)
ఆరోన్ స్వార్ట్జ్	Aaron Swartz
బహిర్జంఘిక	Kuitbeen
సమ్మె	Strekking
బౌధ్	Boudh (stad)
హోషియార్‌పూర్	Hoshiarpur (district)
అనుసరించవద్దు	Nofollow
డి.పి.కె.జి.	Dpkg
IGoogle	IGoogle
ఫ్లాష్ బట్ వెల్డింగు	Afbrandstuiklassen
పురూలియా	Purulia (district)
కూతురు	Dochter
కరెన్సీ సంకేతం	Valutateken
అమెరికా సంయుక్త రాష్ట్రాల కమ్యూనిస్ట్ పార్టీ	Communistische Partij van de Verenigde Staten
స్టాప్ మోషన్ యానిమేషన్	Stop-motion
ఎ టేల్ అఫ్ టు సిటీస్	A Tale of Two Cities (boek)
ఆచరణాదేశక వర్గం	Politbureau
నామాల పిల్లి	Roestkat
క్రోకడైలస్	Crocodylus
రాయల్ పామ్	Roystonea
ట్రైకోమోనాస్	Trichomonas
ఏబ్రస్	Abrus (plant)
మనిల్కరా	Manilkara
ది గ్రడ్జ్	The Grudge (2004)
మెకిన్సే	McKinsey & Company
మొరింగేసి	Moringa
నీలిమందు మొక్క	Indigofera
సంజయ్ దత్	Sanjay Dutt
తాటి	Borassus
ఫైలేరియా	Wuchereria bancrofti
సెన్నా	Senna (geslacht)
క్రోటలేరియా	Crotalaria
కుతుబుద్దీన్ ఐబక్	Qutbuddin Aibak
వంజరం	Indopacifische koningsmakreel
వాలుగ	Wallago
స్పాండియాస్	Spondias
పున్నాగ	Calophyllum inophyllum
ఆర్ యస్ వీ పీ(RSVP)	RSVP (verzoek)
ఐజాక్ మెరిట్ సింగర్	Isaac Singer
పచ్చ గన్నేరు	Peruaanse rinkelboom
శంఖపుష్పం	Kittelbloem
రాయ్ ఎమర్సన్	Roy Emerson
విలియం స్టాన్లీ జీవాన్స్	William Stanley Jevons
ఫ్రాంక్ విటిల్	Frank Whittle
మెగస్తనీసు	Megasthenes
పరమహంస యోగానంద	Paramahansa Yogananda
అశ్వఘోషుడు	Aśvaghoṣa
నాథూరామ్ గాడ్సే	Nathuram Godse
మహేష్ భూపతి	Mahesh Bhupathi
జెఫ్ బెజోస్	Jeff Bezos
వి. వి. గిరి	Varahagiri Venkata Giri
మెహర్ బాబా	Meher Baba
కబీర్ బేడి	Kabir Bedi
గురు గోవింద సింగ్	Goeroe Gobind Singh
తులసీదాసు	Tulsidas
ఫాహియాన్	Fa Xian
భారత రాష్ట్రపతి	President van India
రజతాక్షి	Grijsrugbrilvogel
డోనాల్డ్ బ్రాడ్‌మాన్	Donald Bradman
వీడియో కెమెరా	Videocamera
ఇన్స్టంట్ కెమెరా	Polaroidcamera
సూదిబెజ్జం కెమెరా	Gaatjescamera
విశ్వనాధ్ ప్రతాప్ సింగ్	Vishwanath Pratap Singh
సర్ జేమ్స్ జీన్స్	James Jeans
